Sale_ID,Sale_Date,Customer_ID,Bike_Brand,Bike_Model,Bike_Category,Engine_CC,Ex_Showroom_Price,On_Road_Price,Customer_Age,Customer_Gender,Payment_Mode,State,City,Dealer_Name,Sale_Quantity
1639,2023-03-23,4755,Bajaj,Dominar 250,Commuter,250cc,322341,329567,48,Male,Loan,Delhi,New Delhi,Desai-Walia Motors,2
1640,2024-05-11,3844,TVS,Apache RTR 160,Commuter,150cc,321167,348820,26,Female,Loan,Gujarat,Surat,Bumb and Sons Motors,2
1641,2024-11-27,1782,Royal Enfield,Bullet 350,Cruiser,150cc,145736,155044,20,Female,EMI,Rajasthan,Udaipur,Aggarwal and Sons Motors,2
1642,2024-04-16,5156,Hero,Splendor Plus,Commuter,150cc,96794,112024,26,Male,EMI,Uttar Pradesh,Lucknow,Barman and Sons Motors,3
1643,2024-09-16,2054,Honda,CBR 250R,Commuter,250cc,283209,300553,41,Female,Cash,Gujarat,Surat,"Biswas, Halder and Varma Motors",1
1644,2025-01-15,6662,Royal Enfield,Classic 350,Cruiser,350cc,332213,341158,31,Female,Loan,Uttar Pradesh,Lucknow,Das Group Motors,3
1645,2023-07-21,7621,TVS,Apache RTR 200,Commuter,200cc,99856,108953,50,Male,Loan,Uttar Pradesh,Kanpur,Chowdhury-Lata Motors,3
1646,2023-03-29,9477,KTM,Duke 200,Sports,200cc,239258,251168,37,Female,EMI,Rajasthan,Jaipur,Sinha Group Motors,3
1647,2024-07-21,1140,Yamaha,FZ-S,Commuter,150cc,84518,90596,39,Male,EMI,Delhi,New Delhi,"Walla, Bobal and Sood Motors",2
1648,2024-06-09,1771,TVS,Apache RTR 200,Commuter,200cc,193722,212860,48,Male,EMI,Karnataka,Bangalore,"Toor, Dar and Ganesh Motors",2
1649,2023-10-28,4387,Bajaj,Dominar 250,Commuter,250cc,83698,108158,30,Female,Cash,Gujarat,Surat,Gulati-Johal Motors,1
1650,2024-11-21,5632,Royal Enfield,Bullet 350,Cruiser,150cc,188447,216274,28,Male,Loan,Delhi,New Delhi,"Garde, Upadhyay and Bera Motors",3
1651,2024-10-28,7834,Suzuki,Gixxer SF 250,Sports,250cc,331381,357763,23,Female,Loan,Maharashtra,Mumbai,Chander-Salvi Motors,3
1652,2024-07-23,9754,KTM,Duke 200,Sports,200cc,151455,179817,42,Male,Loan,Rajasthan,Udaipur,Vaidya Inc Motors,3
1653,2023-06-09,3840,Yamaha,Fascino 125,Electric,125cc,238993,264281,42,Male,Cash,Maharashtra,Pune,"Sama, Soman and Rana Motors",2
1654,2023-12-02,8473,TVS,Apache RTR 160,Commuter,150cc,101960,126094,50,Male,Loan,West Bengal,Kolkata,Balasubramanian and Sons Motors,3
1655,2023-03-25,5574,Yamaha,R15 V4,Sports,150cc,135073,156223,29,Female,EMI,Tamil Nadu,Chennai,Varghese Group Motors,1
1656,2024-11-12,4476,TVS,Apache RTR 160,Commuter,150cc,246475,254983,21,Male,Cash,Uttar Pradesh,Kanpur,Jha LLC Motors,1
1657,2023-04-09,8201,TVS,RR 310,Sports,150cc,83781,103976,23,Male,EMI,West Bengal,Siliguri,Manne-Sahota Motors,1
1658,2024-08-17,4732,KTM,RC 200,Sports,150cc,304289,328220,18,Female,Cash,Rajasthan,Jaipur,Choudhury-Sehgal Motors,2
1659,2023-11-30,4112,Yamaha,FZ-S,Commuter,150cc,217998,231104,20,Male,Loan,Tamil Nadu,Chennai,Shukla-Chadha Motors,1
1660,2025-01-18,1684,Yamaha,MT-15,Commuter,150cc,167179,172423,27,Female,EMI,Tamil Nadu,Chennai,Kari Inc Motors,3
1661,2023-06-13,4652,Royal Enfield,Himalayan 411,Adventure,400cc+,80658,97888,45,Male,Loan,Delhi,New Delhi,Sibal-Malhotra Motors,3
1662,2023-10-26,3341,Suzuki,V-Strom SX,Adventure,150cc,339187,346604,39,Female,EMI,Maharashtra,Mumbai,"Manda, Sastry and Gade Motors",1
1663,2024-06-27,4041,Royal Enfield,Meteor 350,Cruiser,350cc,172023,177351,44,Female,Loan,Maharashtra,Pune,Saran and Sons Motors,1
1664,2024-03-18,3335,KTM,RC 390,Sports,400cc+,268753,282991,40,Female,EMI,West Bengal,Siliguri,Chokshi-Das Motors,1
1665,2023-03-06,2390,Suzuki,V-Strom SX,Adventure,150cc,349905,370275,32,Female,EMI,Delhi,New Delhi,Tripathi-Sanghvi Motors,1
1666,2023-11-20,5455,Yamaha,Fascino 125,Electric,125cc,102341,131286,29,Male,Cash,West Bengal,Kolkata,"Bakshi, Gola and Reddy Motors",1
1667,2023-08-22,9176,KTM,Adventure 390,Adventure,400cc+,117063,135240,26,Male,Cash,Tamil Nadu,Chennai,Suri-Issac Motors,1
1668,2023-02-19,5311,Suzuki,V-Strom SX,Adventure,150cc,172083,196371,29,Male,Loan,Tamil Nadu,Coimbatore,"Divan, Chander and Varma Motors",1
1669,2024-01-30,8258,Yamaha,MT-15,Commuter,150cc,219702,225229,37,Female,Cash,Rajasthan,Jaipur,Tak-Gupta Motors,1
1670,2023-10-08,2601,TVS,Apache RTR 200,Commuter,200cc,121211,136286,27,Male,Loan,West Bengal,Kolkata,Deshpande Inc Motors,3
1671,2024-05-11,8664,Honda,CB Unicorn 150,Commuter,150cc,224298,246413,28,Male,Cash,Delhi,New Delhi,Manne LLC Motors,2
1672,2024-09-16,5880,Yamaha,Fascino 125,Electric,125cc,124577,134824,38,Female,Loan,Maharashtra,Pune,Krishna PLC Motors,2
1673,2023-05-23,6880,Bajaj,Pulsar 150,Commuter,150cc,173208,182513,49,Male,Loan,Rajasthan,Jaipur,"Jaggi, Mall and Rajan Motors",3
1674,2023-07-01,3150,Suzuki,Gixxer SF 250,Sports,250cc,135114,163843,34,Female,Loan,Uttar Pradesh,Kanpur,"Kadakia, Mammen and Kumer Motors",1
1675,2023-04-07,1412,Royal Enfield,Himalayan 411,Adventure,400cc+,323537,330272,33,Male,Cash,Gujarat,Surat,Bhasin-Yohannan Motors,1
1676,2024-07-30,5069,Royal Enfield,Bullet 350,Cruiser,150cc,110203,139907,45,Female,Cash,Maharashtra,Nagpur,"Biswas, Choudhury and Datta Motors",3
1677,2024-11-11,8386,Royal Enfield,Himalayan 411,Adventure,400cc+,202863,226921,40,Male,Cash,Uttar Pradesh,Lucknow,"Sachdev, Bhargava and Mall Motors",3
1678,2024-06-02,3637,Royal Enfield,Meteor 350,Cruiser,350cc,254170,277177,43,Male,EMI,West Bengal,Kolkata,"Baral, Loke and Rastogi Motors",1
1679,2024-09-13,3468,Hero,Xtreme 160R,Commuter,150cc,152664,166848,32,Female,Loan,Uttar Pradesh,Lucknow,"Bhagat, Kapur and Tara Motors",2
1680,2023-06-28,6910,TVS,Apache RTR 160,Commuter,150cc,263453,291073,25,Female,Loan,Tamil Nadu,Coimbatore,Gera-Varkey Motors,2
1681,2024-05-31,7109,Bajaj,Pulsar 200NS,Commuter,200cc,346781,362416,35,Male,EMI,Uttar Pradesh,Lucknow,Bajaj-Soni Motors,1
1682,2024-05-11,8850,Yamaha,FZ-S,Commuter,150cc,159404,175258,29,Male,EMI,Karnataka,Mysore,"Dugal, Kamdar and Biswas Motors",1
1683,2024-10-11,4100,Royal Enfield,Bullet 350,Cruiser,150cc,220723,244056,41,Male,EMI,Maharashtra,Mumbai,Badami-Rattan Motors,2
1684,2024-05-24,2295,Honda,CBR 250R,Commuter,250cc,200560,221132,37,Male,Cash,West Bengal,Kolkata,Varma Group Motors,2
1685,2024-06-14,6469,Yamaha,Fascino 125,Electric,125cc,159563,184849,39,Female,Loan,Delhi,New Delhi,"Desai, Samra and Sawhney Motors",2
1686,2023-06-01,8922,Royal Enfield,Hunter 350,Commuter,350cc,281721,289505,24,Male,Loan,Tamil Nadu,Chennai,Kalla-Sheth Motors,2
1687,2024-02-05,5505,Royal Enfield,Classic 350,Cruiser,350cc,106162,125337,26,Male,Loan,Karnataka,Mysore,Bhat-Tata Motors,2
1688,2024-05-24,8336,Hero,HF Deluxe,Commuter,150cc,274730,292297,31,Female,EMI,Tamil Nadu,Chennai,"Dewan, Rattan and Dubey Motors",3
1689,2023-04-03,6398,Royal Enfield,Bullet 350,Cruiser,150cc,194389,213265,45,Male,EMI,Maharashtra,Nagpur,Varty-Batra Motors,3
1690,2023-12-31,3710,Bajaj,Dominar 400,Cruiser,400cc+,266832,281166,48,Male,Loan,Tamil Nadu,Coimbatore,Saini and Sons Motors,2
1691,2024-12-28,5638,Honda,CB Unicorn 150,Commuter,150cc,280355,292914,44,Female,Loan,Delhi,New Delhi,Mani-Mander Motors,3
1692,2023-08-21,7869,Hero,Xtreme 160R,Commuter,150cc,144556,151860,49,Female,Cash,Tamil Nadu,Chennai,Bobal-Sachdev Motors,1
1693,2024-08-22,8209,KTM,Adventure 390,Adventure,400cc+,279413,293089,42,Male,EMI,Uttar Pradesh,Kanpur,"Varghese, Wali and Comar Motors",2
1694,2023-06-03,2644,Yamaha,Fascino 125,Electric,125cc,158591,178220,46,Female,Cash,Karnataka,Bangalore,Ghosh Inc Motors,3
1695,2025-01-31,6923,Honda,Hornet 2.0,Commuter,150cc,106452,125022,22,Female,Cash,Delhi,New Delhi,Handa LLC Motors,2
1696,2024-03-22,1149,Suzuki,V-Strom SX,Adventure,150cc,95879,106714,46,Male,Cash,Gujarat,Ahmedabad,"Sharaf, Sood and Thakkar Motors",2
1697,2023-04-12,6840,Honda,Hness CB350,Cruiser,350cc,267051,284800,30,Female,EMI,Uttar Pradesh,Lucknow,Balasubramanian-Samra Motors,2
1698,2024-08-01,9432,Honda,CBR 250R,Commuter,250cc,273655,280909,24,Male,Cash,Tamil Nadu,Chennai,Lanka-Aurora Motors,1
1699,2024-03-17,7716,Royal Enfield,Hunter 350,Commuter,350cc,287993,297115,40,Male,Loan,Delhi,New Delhi,"Sampath, Bandi and Bala Motors",1
1700,2023-06-05,3736,TVS,RR 310,Sports,150cc,330356,348679,27,Male,Loan,Gujarat,Surat,Kade LLC Motors,1
1701,2024-09-22,7422,Hero,HF Deluxe,Commuter,150cc,127906,149407,32,Female,EMI,West Bengal,Siliguri,"D’Alia, Deshmukh and Barad Motors",3
1702,2024-02-03,3035,KTM,Duke 125,Commuter,125cc,272756,279956,41,Female,EMI,Delhi,New Delhi,Johal Ltd Motors,1
1703,2024-04-12,4997,Honda,CBR 250R,Commuter,250cc,312161,326253,31,Male,EMI,West Bengal,Kolkata,Sachdev Ltd Motors,2
1704,2024-02-21,7160,TVS,RR 310,Sports,150cc,178383,186010,44,Female,Cash,Maharashtra,Pune,Khalsa-Jaggi Motors,2
1705,2023-02-23,5223,TVS,Apache RTR 160,Commuter,150cc,96647,112162,49,Male,Cash,Maharashtra,Nagpur,"Karpe, Lal and Ganguly Motors",1
1706,2025-02-04,2937,TVS,Apache RTR 200,Commuter,200cc,98825,112748,32,Male,EMI,Rajasthan,Udaipur,Bassi-Dara Motors,2
1707,2024-09-28,8255,Bajaj,Dominar 250,Commuter,250cc,131224,156391,42,Female,EMI,Maharashtra,Nagpur,Ramakrishnan-Sha Motors,2
1708,2024-05-12,2927,TVS,RR 310,Sports,150cc,324975,341756,19,Female,EMI,Uttar Pradesh,Kanpur,Sekhon PLC Motors,2
1709,2024-09-26,7175,Hero,Splendor Plus,Commuter,150cc,92543,118651,34,Male,Cash,Tamil Nadu,Coimbatore,"Varkey, Dasgupta and Srinivasan Motors",3
1710,2023-07-17,5142,KTM,RC 390,Sports,400cc+,103499,130419,37,Female,EMI,Gujarat,Ahmedabad,"Malhotra, Agrawal and Gopal Motors",1
1711,2024-08-22,7888,Hero,HF Deluxe,Commuter,150cc,284907,309061,29,Female,Cash,Uttar Pradesh,Lucknow,Karnik-Amble Motors,2
1712,2024-07-28,2906,TVS,RR 310,Sports,150cc,342780,354212,44,Female,Cash,Tamil Nadu,Coimbatore,"Behl, Banerjee and Sankaran Motors",1
1713,2023-09-24,4875,Yamaha,Fascino 125,Electric,125cc,183933,211376,19,Male,Loan,Delhi,New Delhi,Anand-Bali Motors,2
1714,2023-04-16,1451,Bajaj,Pulsar 150,Commuter,150cc,308293,326858,35,Male,Cash,Uttar Pradesh,Lucknow,Dave Inc Motors,3
1715,2024-02-28,5022,Royal Enfield,Hunter 350,Commuter,350cc,164243,192338,23,Female,Cash,Rajasthan,Udaipur,Thaman Inc Motors,2
1716,2023-09-26,5281,KTM,Duke 200,Sports,200cc,267507,275895,42,Female,Cash,Karnataka,Mysore,"Hari, Kari and Kumer Motors",3
1717,2023-10-04,2427,Honda,CBR 250R,Commuter,250cc,328359,344257,32,Female,Cash,Gujarat,Ahmedabad,"Varghese, Samra and Chander Motors",2
1718,2024-05-06,1726,KTM,Adventure 390,Adventure,400cc+,102126,114469,39,Male,Loan,Maharashtra,Nagpur,"Bail, Sodhi and Bassi Motors",2
1719,2023-02-23,2338,Royal Enfield,Himalayan 411,Adventure,400cc+,242877,272013,25,Male,Loan,Maharashtra,Mumbai,Manda-Chahal Motors,3
1720,2023-03-14,4221,Bajaj,Pulsar 200NS,Commuter,200cc,127751,147371,29,Female,Cash,Karnataka,Bangalore,Sawhney LLC Motors,2
1721,2023-10-26,3032,KTM,Duke 390,Commuter,400cc+,333386,341569,29,Female,Cash,Karnataka,Bangalore,"Comar, Hayre and Kulkarni Motors",2
1722,2024-07-29,8001,Bajaj,Pulsar 200NS,Commuter,200cc,230836,237154,45,Male,Cash,Uttar Pradesh,Lucknow,"Batra, Balay and Salvi Motors",2
1723,2023-06-16,5015,Hero,XPulse 200,Adventure,200cc,231040,258860,34,Female,Loan,Delhi,New Delhi,"Agate, Karnik and Bera Motors",3
1724,2023-08-04,6280,Yamaha,R15 V4,Sports,150cc,310707,329951,21,Male,Loan,Maharashtra,Pune,Loyal LLC Motors,2
1725,2024-10-13,2530,Royal Enfield,Bullet 350,Cruiser,150cc,124043,146693,40,Female,Loan,Karnataka,Bangalore,Sankaran-Khalsa Motors,1
1726,2024-09-22,1180,Yamaha,Fascino 125,Electric,125cc,139892,161293,45,Female,Loan,Uttar Pradesh,Lucknow,Sama-Khare Motors,3
1727,2024-02-09,4566,Honda,Hornet 2.0,Commuter,150cc,224160,229967,37,Male,Cash,Karnataka,Bangalore,Buch-Dayal Motors,1
1728,2024-01-17,7341,Royal Enfield,Hunter 350,Commuter,350cc,250960,256008,20,Male,EMI,Rajasthan,Udaipur,Singhal LLC Motors,1
1729,2024-09-06,6727,Bajaj,Dominar 250,Commuter,250cc,324046,333097,49,Female,EMI,Delhi,New Delhi,Chahal Ltd Motors,3
1730,2024-01-30,3489,Bajaj,Pulsar 200NS,Commuter,200cc,345093,356649,18,Male,Cash,Delhi,New Delhi,"Sachdeva, Ghosh and Madan Motors",2
1731,2023-06-05,8093,Suzuki,Gixxer SF 250,Sports,250cc,263544,279652,21,Male,EMI,Maharashtra,Nagpur,Tailor-Swamy Motors,2
1732,2024-02-15,3615,Bajaj,Dominar 400,Cruiser,400cc+,188725,195030,48,Female,Loan,West Bengal,Kolkata,Mannan-Mammen Motors,2
1733,2023-06-01,7407,Honda,Hornet 2.0,Commuter,150cc,170532,182476,31,Female,Cash,Delhi,New Delhi,Banerjee-Dua Motors,3
1734,2024-08-18,8155,Hero,Xtreme 160R,Commuter,150cc,142361,157669,40,Female,Loan,Delhi,New Delhi,"Ravi, Chawla and Yohannan Motors",1
1735,2024-06-01,7624,Hero,Splendor Plus,Commuter,150cc,163629,191004,25,Female,Cash,Gujarat,Ahmedabad,"Lalla, Sura and Vyas Motors",3
1736,2023-02-15,9886,Bajaj,Dominar 400,Cruiser,400cc+,103852,118876,22,Male,EMI,West Bengal,Siliguri,"Aggarwal, Ram and Sura Motors",2
1737,2025-01-20,9870,Hero,HF Deluxe,Commuter,150cc,133142,148111,44,Male,Cash,Uttar Pradesh,Lucknow,Dua-Buch Motors,2
1738,2025-01-06,8026,KTM,RC 200,Sports,150cc,81277,108179,43,Male,Loan,Karnataka,Bangalore,Lanka LLC Motors,1
1739,2023-11-06,4900,Yamaha,Fascino 125,Electric,125cc,150945,174389,25,Male,EMI,Delhi,New Delhi,"Ray, Lalla and Lad Motors",1
1740,2023-12-10,1329,KTM,RC 200,Sports,150cc,220210,227592,49,Male,Loan,Delhi,New Delhi,"Grover, Raja and Rattan Motors",3
1741,2024-06-26,2874,Royal Enfield,Meteor 350,Cruiser,350cc,279554,293026,43,Male,EMI,Rajasthan,Jaipur,Kunda Ltd Motors,1
1742,2023-12-25,6504,Honda,Hness CB350,Cruiser,350cc,107625,115155,49,Male,Cash,Uttar Pradesh,Lucknow,"Sheth, Sane and Mani Motors",1
1743,2023-11-16,8024,Yamaha,MT-15,Commuter,150cc,160264,184861,33,Male,Cash,Tamil Nadu,Coimbatore,Gole and Sons Motors,3
1744,2024-04-01,1730,Royal Enfield,Hunter 350,Commuter,350cc,113060,125776,35,Female,Cash,West Bengal,Siliguri,Sheth-Barad Motors,3
1745,2023-08-28,6473,Bajaj,Pulsar 220F,Commuter,150cc,121872,135585,49,Male,Loan,Karnataka,Bangalore,"Banik, Kumar and Dar Motors",3
1746,2023-07-31,7334,Royal Enfield,Himalayan 411,Adventure,400cc+,347516,362657,27,Female,Cash,Maharashtra,Mumbai,Sehgal-Aurora Motors,1
1747,2024-02-04,5544,Hero,Splendor Plus,Commuter,150cc,89981,100738,41,Male,Loan,West Bengal,Kolkata,"Sagar, Gala and Kannan Motors",2
1748,2024-08-22,3446,Royal Enfield,Himalayan 411,Adventure,400cc+,253740,259547,37,Male,Loan,Rajasthan,Jaipur,"Dass, Kapadia and Gandhi Motors",3
1749,2024-06-11,5972,TVS,Apache RTR 200,Commuter,200cc,166174,192705,41,Female,EMI,Uttar Pradesh,Lucknow,Datta PLC Motors,3
1750,2024-08-01,5581,Suzuki,Gixxer SF 250,Sports,250cc,307838,321085,29,Male,Cash,Delhi,New Delhi,"Sampath, Devi and Choudhury Motors",1
1751,2023-08-16,2168,KTM,Duke 125,Commuter,125cc,149144,164430,22,Female,EMI,Delhi,New Delhi,"Raj, Kumer and Wason Motors",1
1752,2024-12-26,3498,Yamaha,R15 V4,Sports,150cc,301407,324093,36,Female,Loan,Uttar Pradesh,Lucknow,Korpal-Ahuja Motors,1
1753,2024-04-19,9622,TVS,Apache RTR 200,Commuter,200cc,251619,265373,23,Male,Loan,Maharashtra,Mumbai,"Seth, Thaker and Kaul Motors",2
1754,2023-02-28,1326,Yamaha,MT-15,Commuter,150cc,277026,297872,42,Female,Cash,Delhi,New Delhi,"Master, Bhasin and Buch Motors",2
1755,2024-04-29,9848,Suzuki,Access 125,Electric,125cc,245243,261275,33,Male,EMI,Karnataka,Bangalore,Thaman-Sengupta Motors,2
1756,2023-03-22,8596,KTM,Duke 390,Commuter,400cc+,121084,137181,33,Female,Loan,Gujarat,Surat,"Char, Shanker and Mandal Motors",2
1757,2024-06-09,5724,KTM,RC 200,Sports,150cc,189127,218288,27,Male,Loan,Uttar Pradesh,Kanpur,Manne and Sons Motors,3
1758,2024-12-25,7027,Suzuki,Gixxer SF 250,Sports,250cc,134908,147744,30,Female,Cash,Karnataka,Mysore,"Karan, Gill and Mander Motors",3
1759,2023-02-21,2270,KTM,Duke 390,Commuter,400cc+,339783,362454,19,Female,Cash,Gujarat,Ahmedabad,Sarma-Wali Motors,3
1760,2024-12-11,8300,TVS,Apache RTR 200,Commuter,200cc,216285,240163,23,Male,EMI,Karnataka,Mysore,Dutt-Datta Motors,1
1761,2024-08-05,8663,Honda,CB Unicorn 150,Commuter,150cc,113450,133365,34,Female,Loan,Gujarat,Surat,Dube-Deshmukh Motors,3
1762,2023-07-31,8174,Honda,Hornet 2.0,Commuter,150cc,328640,334332,29,Male,Loan,Tamil Nadu,Chennai,Doctor Group Motors,3
1763,2023-03-04,3538,Honda,CBR 250R,Commuter,250cc,149930,157459,50,Male,EMI,Maharashtra,Mumbai,Sinha-Hora Motors,2
1764,2023-06-29,1690,Honda,Hness CB350,Cruiser,350cc,244811,261061,34,Male,Cash,Rajasthan,Udaipur,Bandi-Mann Motors,3
1765,2024-08-15,8011,Royal Enfield,Meteor 350,Cruiser,350cc,295783,320067,38,Female,Loan,Karnataka,Mysore,Doctor-Hari Motors,3
1766,2024-10-18,8917,Yamaha,R15 V4,Sports,150cc,346132,373052,32,Female,Cash,Karnataka,Mysore,"Bera, Baria and Gour Motors",3
1767,2023-07-31,6805,Bajaj,Dominar 250,Commuter,250cc,281023,303473,41,Male,EMI,Gujarat,Surat,"Dara, Edwin and Ben Motors",3
1768,2023-08-04,3243,Royal Enfield,Classic 350,Cruiser,350cc,312031,339553,47,Male,Cash,West Bengal,Kolkata,Bath Inc Motors,3
1769,2023-08-16,1568,Bajaj,Dominar 400,Cruiser,400cc+,128773,145302,27,Male,EMI,Delhi,New Delhi,Tiwari Group Motors,2
1770,2023-09-29,4630,TVS,Apache RTR 160,Commuter,150cc,270043,280625,23,Female,Loan,Maharashtra,Mumbai,Boase Group Motors,2
1771,2024-09-17,5865,Royal Enfield,Bullet 350,Cruiser,150cc,206031,229806,25,Male,EMI,Rajasthan,Udaipur,Karnik-Trivedi Motors,2
1772,2023-07-07,2266,Yamaha,MT-15,Commuter,150cc,150745,159405,26,Female,Cash,Rajasthan,Jaipur,Manda-Agarwal Motors,1
1773,2024-04-15,8578,Bajaj,Pulsar 220F,Commuter,150cc,313087,321892,29,Male,Cash,West Bengal,Siliguri,Kamdar-Bhasin Motors,1
1774,2023-06-23,5636,Royal Enfield,Himalayan 411,Adventure,400cc+,198247,219858,50,Male,Loan,West Bengal,Kolkata,Mahajan PLC Motors,3
1775,2023-02-26,6093,KTM,RC 390,Sports,400cc+,247610,267605,32,Female,Loan,West Bengal,Kolkata,Lala Group Motors,2
1776,2023-11-01,1149,Suzuki,Gixxer SF 250,Sports,250cc,91697,115830,39,Female,Loan,Uttar Pradesh,Lucknow,Dugal-Zachariah Motors,3
1777,2024-09-10,5582,Suzuki,Access 125,Electric,125cc,337343,361191,49,Female,Loan,Uttar Pradesh,Lucknow,"Raju, Borde and Choudhury Motors",3
1778,2023-05-01,9603,Honda,Hornet 2.0,Commuter,150cc,259768,275946,45,Female,Loan,West Bengal,Siliguri,Master Ltd Motors,2
1779,2024-04-08,2415,KTM,Duke 250,Sports,250cc,273702,293392,39,Female,Cash,Delhi,New Delhi,"Vohra, Keer and Saha Motors",2
1780,2024-09-02,2487,Bajaj,Pulsar 200NS,Commuter,200cc,215993,238935,21,Male,EMI,West Bengal,Kolkata,Kamdar-Srinivasan Motors,2
1781,2025-02-05,4349,Yamaha,Fascino 125,Electric,125cc,177739,203168,39,Male,EMI,Tamil Nadu,Coimbatore,"Kalla, Doctor and Badal Motors",3
1782,2024-11-18,3281,Yamaha,R15 V4,Sports,150cc,108718,123968,35,Male,Loan,Delhi,New Delhi,"Vaidya, Balakrishnan and Sharma Motors",3
1783,2023-09-26,2502,Suzuki,V-Strom SX,Adventure,150cc,257693,268007,46,Female,Loan,Uttar Pradesh,Kanpur,"Kant, Behl and Varty Motors",2
1784,2024-09-28,8077,Royal Enfield,Classic 350,Cruiser,350cc,204831,234451,28,Female,Cash,Rajasthan,Udaipur,Agate and Sons Motors,1
1785,2024-05-01,8575,Suzuki,Gixxer SF 250,Sports,250cc,83185,91370,34,Female,Cash,Karnataka,Bangalore,Choudhry-Balay Motors,2
1786,2025-01-10,3287,Honda,Hness CB350,Cruiser,350cc,95038,113128,44,Female,Loan,Maharashtra,Nagpur,"Edwin, Barman and Sur Motors",2
1787,2023-08-02,2759,Hero,XPulse 200,Adventure,200cc,170295,198793,25,Male,EMI,West Bengal,Siliguri,Kala-Sabharwal Motors,3
1788,2023-06-16,7091,KTM,Duke 250,Sports,250cc,332826,362145,30,Male,EMI,Maharashtra,Mumbai,"Srivastava, Dara and Brar Motors",3
1789,2024-11-10,6967,Bajaj,Pulsar 150,Commuter,150cc,200048,226776,27,Male,Loan,Uttar Pradesh,Kanpur,Mangal-Kamdar Motors,3
1790,2024-07-31,3252,Hero,HF Deluxe,Commuter,150cc,251899,263778,50,Male,Cash,Delhi,New Delhi,"Sharma, Krishnan and Golla Motors",3
1791,2024-02-10,8973,Suzuki,V-Strom SX,Adventure,150cc,339906,354459,45,Male,Loan,Tamil Nadu,Chennai,"Dixit, Bhavsar and Khare Motors",3
1792,2024-11-06,1539,Honda,Hornet 2.0,Commuter,150cc,103351,132422,37,Female,Cash,Maharashtra,Nagpur,Dasgupta-Sibal Motors,2
1793,2023-09-19,6897,Honda,CBR 250R,Commuter,250cc,284360,297694,50,Male,Cash,Maharashtra,Mumbai,Kala-Brar Motors,1
1794,2024-01-30,5411,Royal Enfield,Hunter 350,Commuter,350cc,255886,273498,46,Female,Cash,Maharashtra,Nagpur,Rastogi PLC Motors,2
1795,2023-12-02,8038,Hero,Splendor Plus,Commuter,150cc,147550,171287,30,Male,EMI,Maharashtra,Nagpur,"Sankar, Dewan and Devan Motors",3
1796,2023-07-23,7372,KTM,RC 390,Sports,400cc+,242418,259414,44,Female,Cash,Tamil Nadu,Chennai,Dugar Inc Motors,1
1797,2024-02-17,8738,Yamaha,MT-15,Commuter,150cc,240767,257035,41,Female,Loan,Delhi,New Delhi,"Sengupta, Karan and Bajwa Motors",3
1798,2024-05-15,2647,Royal Enfield,Meteor 350,Cruiser,350cc,245733,269898,49,Female,Loan,Uttar Pradesh,Lucknow,Deshmukh-Karan Motors,2
1799,2024-02-17,8387,Yamaha,Fascino 125,Electric,125cc,319047,332428,28,Female,Loan,Maharashtra,Nagpur,"Chada, Sani and Basak Motors",2
1800,2023-05-02,4245,Yamaha,R15 V4,Sports,150cc,311310,330887,23,Male,Cash,Rajasthan,Jaipur,Dara-Babu Motors,3
1801,2023-06-11,2692,KTM,Duke 250,Sports,250cc,200830,225877,37,Female,Cash,West Bengal,Kolkata,Sibal-Devan Motors,2
1802,2024-09-28,4136,KTM,Duke 390,Commuter,400cc+,228856,245661,41,Male,Loan,Gujarat,Surat,Sachdev-Gole Motors,1
1803,2024-11-29,2054,TVS,Apache RTR 160,Commuter,150cc,132785,152282,39,Male,EMI,West Bengal,Siliguri,Bali-Lad Motors,1
1804,2023-03-27,2336,Royal Enfield,Hunter 350,Commuter,350cc,348609,365783,45,Female,EMI,Rajasthan,Jaipur,Sem-Bava Motors,3
1805,2023-03-19,7055,Honda,CB Unicorn 150,Commuter,150cc,273204,302042,32,Male,Loan,West Bengal,Kolkata,Mangal-Luthra Motors,2
1806,2024-03-23,6014,Hero,Xtreme 160R,Commuter,150cc,92838,114709,29,Male,Cash,Gujarat,Ahmedabad,Chaudhuri-Dar Motors,2
1807,2024-08-18,4224,TVS,Apache RTR 160,Commuter,150cc,166238,172273,32,Female,EMI,Karnataka,Mysore,Thaman-Jain Motors,2
1808,2025-01-29,1810,Yamaha,R15 V4,Sports,150cc,340457,349987,44,Male,Loan,Uttar Pradesh,Lucknow,Chaudhari-Sule Motors,1
1809,2024-05-22,7631,Royal Enfield,Hunter 350,Commuter,350cc,237152,258767,41,Female,Loan,Maharashtra,Nagpur,Wadhwa-Bir Motors,2
1810,2024-08-09,1722,Bajaj,Pulsar 220F,Commuter,150cc,275146,294064,26,Male,Loan,Maharashtra,Nagpur,"Chana, Deo and Bhasin Motors",2
1811,2024-12-28,1095,Bajaj,Pulsar 220F,Commuter,150cc,115621,142118,21,Female,Loan,Tamil Nadu,Chennai,Datta-Ahuja Motors,2
1812,2023-02-10,3586,TVS,Apache RTR 200,Commuter,200cc,325507,344073,48,Female,Loan,Uttar Pradesh,Lucknow,"Manne, Bhasin and Sridhar Motors",1
1813,2024-04-23,8255,Suzuki,Access 125,Electric,125cc,227037,253437,25,Male,Cash,Tamil Nadu,Chennai,Grover-Wali Motors,2
